﻿cnpj_analisado,vendedor_responsavel,codigo_cliente,status_receita,classificacao,prioridade_geral,score_oportunidade,score_higiene,dias_inativos,score_recencia,score_porte,porte_detectado,score_afinidade,flags_qualidade,cadastro_valido,num_divergencias,divergencias_resumo,acao_recomendada,acao_administrativa,data_consulta,web_operacao_ativa,web_link_principal,web_resumo_atuacao,razao_social,nome_fantasia,natureza_juridica,porte,capital_social,data_inicio_atividade,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,situacao_especial,data_situacao_especial,cep,logradouro,numero,complemento,bairro,municipio,uf,ddd_telefone_1,ddd_telefone_2,ddd_fax,email,cnae_fiscal,cnae_fiscal_descricao,cnaes_secundarios,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_do_simples,opcao_pelo_mei,data_opcao_pelo_mei,data_exclusao_do_mei,ente_federativo_responsavel,qsa_socios
68.972.256/xxxx-xx,Sem Vendedor,4786,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,65,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-19T00:03:33.035Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Capital: R$ 15.000 · Sem telefone na RF · Sem e-mail na RF,BAZAR ************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 15.000,00",1992-09-29,BAIXADA,2022-03-28,1,,,03133***,IBITIRAMA *****,***,,VILA ********,SAO PAULO,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,NÃO,2007-07-01,2022-03-28,NÃO,,,,L*** R****** J******* DE M******** (Sócio-Administrador); M**** C****** L**** DE M******** (Sócio-Administrador)
73.615.460/xxxx-xx,Sem Vendedor,4787,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-19T00:03:33.034Z,NÃO,,Segmento: Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente · Local: BOMBINHAS/SC · Capital: R$ 105.000 · Tel RF: (47) ****-7283 · Sem e-mail na RF,OM ********************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 105.000,00",2002-09-23,BAIXADA,2015-04-06,1,,,88215***,LEOPOLDO *******,***,***,BOMBAS *****,BOMBINHAS,SC,(47) ****-7283,(47) ****-2637,(47) ****-7283,,4759899,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente,,NÃO,2017-01-01,2023-12-31,NÃO,,,,O**** C***** (Sócio-Administrador)
03.994.757/xxxx-xx,Sem Vendedor,4788,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,15,65,-1,N/D,95,EPP,60,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-19T00:03:33.078Z,NÃO,,Segmento: Comércio varejista de artigos do vestuário e acessórios · Local: SONORA/MS · Capital: R$ 72.400 · Sem telefone na RF · Sem e-mail na RF,NILTACI ******************,BAZAR *********************,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 72.400,00",2000-08-15,INAPTA,2022-06-08,63,,,79415***,DAS *****,***,,CENTRO *****,SONORA,MS,,,,,4781400,Comércio varejista de artigos do vestuário e acessórios,"4761003 - Comércio varejista de artigos de papelaria; 4789001 - Comércio varejista de suvenires, bijuterias e artesanatos; 4930202 - Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional; 4782201 - Comércio varejista de calçados; 4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente; 4763602 - Comércio varejista de artigos esportivos; 4763601 - Comércio varejista de brinquedos e artigos recreativos; 4789006 - Comércio varejista de fogos de artifício e artigos pirotécnicos; 4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática; 4789007 - Comércio varejista de equipamentos para escritório; 4753900 - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo; 4754701 - Comércio varejista de móveis; 4712100 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns; 4752100 - Comércio varejista especializado de equipamentos de telefonia e comunicação; 4789099 - Comércio varejista de outros produtos não especificados anteriormente",NÃO,2007-07-01,2016-12-31,NÃO,,,,N****** DE S**** M*** (Sócio-Administrador)
09.103.636/xxxx-xx,Sem Vendedor,4789,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,40,-1,N/D,85,ME,65,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-19T00:03:33.080Z,NÃO,,"Segmento: Atividades de apoio à educação, exceto caixas escolares · Local: BRASILIA/DF · Capital: R$ 10.000 · Sem telefone na RF · Sem e-mail na RF",SERGIO *****************,PREPARE-SE ******,Empresário (Individual),MICRO EMPRESA,"R$ 10.000,00",2007-10-01,BAIXADA,2015-07-30,1,,,70675***,,***,,SETOR ********,BRASILIA,DF,,,,,8550302,"Atividades de apoio à educação, exceto caixas escolares",8599604 - Treinamento em desenvolvimento profissional e gerencial,NÃO,2008-01-01,2014-12-31,NÃO,,,,
96.451.794/xxxx-xx,Sem Vendedor,4894,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,9,40,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-19T00:04:31.789Z,NÃO,,Segmento: Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente · Local: GUARULHOS/SP · Sem telefone na RF · Sem e-mail na RF,JOSE **************************,CRIACOES ********,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",1993-04-07,INAPTA,2018-12-14,63,,,07193***,,***,,VILA ******,GUARULHOS,SP,,,,,4729699,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,,,,,,,,,
49.210.966/xxxx-xx,Sem Vendedor,4895,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-19T00:04:31.754Z,NÃO,,Segmento: Planos de saúde · Local: MOGI MIRIM/SP · Tel RF: (19) ****-9722 · Sem e-mail na RF,UNIMED **********************************************,,Cooperativa,DEMAIS,"R$ 0,00",2001-05-18,BAIXADA,2015-09-23,1,,,13800***,SANTO *******,***,***,CENTRO *****,MOGI MIRIM,SP,(19) ****-9722,,(19) ****-8436,,6550200,Planos de saúde,,,,,,,,,A******* G***** L*** E P**** (Administrador); A****** A**** N**** N*** (Administrador); A****** A***** N**** (Administrador); A****** F******* Z***** M******** (Diretor); C***** E****** G********* (Administrador); D**** F******* L**** (Presidente); J*** A****** B****** (Administrador); J*** C****** B**** DOS R*** (Administrador); J****** C******* V***** DE F****** R**** A*** G**** (Diretor); L****** DE M***** (Administrador); M****** F******* G****** (Administrador); M**** X***** DE S**** F**** (Administrador); N***** S****** (Administrador); S******** P**** J***** (Administrador); T***** C****** P******* (Diretor)
07.698.425/xxxx-xx,Sem Vendedor,4896,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,13,40,-1,N/D,85,ME,50,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-19T00:04:31.800Z,NÃO,,"Segmento: Lojas de departamentos ou magazines, exceto lojas francas (Duty free) · Local: SAO PAULO/SP · Capital: R$ 5.000 · Sem telefone na RF · Sem e-mail na RF",LAERCIO *******************************,,Empresário (Individual),MICRO EMPRESA,"R$ 5.000,00",2005-08-29,INAPTA,2018-10-16,63,,,08390***,,***,,JARDIM ***********,SAO PAULO,SP,,,,,4713004,"Lojas de departamentos ou magazines, exceto lojas francas (Duty free)",,NÃO,2007-07-01,2012-12-31,NÃO,,,,
05.055.925/xxxx-xx,Sem Vendedor,4897,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,65,DEMAIS,40,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-19T00:04:31.787Z,NÃO,,"Segmento: Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados · Local: SAO PAULO/SP · Capital: R$ 117.372 · Tel RF: (11) ****-1800 · Sem e-mail na RF",MERCADINHO *********************,BARBOSA *************,Sociedade Empresária Limitada,DEMAIS,"R$ 117.372,00",2002-05-16,BAIXADA,2013-07-01,2,,,03808***,VICTORIA *********,***,,VILA *********,SAO PAULO,SP,(11) ****-1800,(11) ****-1800,(11) ****-1800,,4711302,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados","4721102 - Padaria e confeitaria com predominância de revenda; 4722901 - Comércio varejista de carnes - açougues; 5611201 - Restaurantes e similares; 5611203 - Lanchonetes, casas de chá, de sucos e similares",,,,,,,,A****** O******* L**** DA S**** (Administrador); B***** P************ S*** (Sócio); N***** L**** DA S**** (Sócio-Administrador)
59.214.403/xxxx-xx,Sem Vendedor,4898,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,65,DEMAIS,40,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-19T00:04:31.799Z,NÃO,,"Segmento: Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns · Local: JANDIRA/SP · Capital: R$ 50.000 · Tel RF: (11) ****-7800 · Sem e-mail na RF",MERCADINHO ********************,,Sociedade Empresária Limitada,DEMAIS,"R$ 50.000,00",1988-07-01,BAIXADA,2013-07-01,2,,,06600***,CONCEICAO **********,***,,CENTRO *****,JANDIRA,SP,(11) ****-7800,,(11) ****-1800,,4712100,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",,,,,,,,,B***** P************ S*** (Sócio); B**** P************ S*** (Sócio); N***** L**** DA S**** (Administrador)
04.559.801/xxxx-xx,Sem Vendedor,4899,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,8,65,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-19T00:04:31.811Z,NÃO,,"Segmento: Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação · Local: CAMPINAS/SP · Capital: R$ 500.000 · Sem telefone na RF · Sem e-mail na RF",EQUIPAR **************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 500.000,00",2001-07-03,INAPTA,2022-06-10,63,,,13010***,VELHA ******************,***,***,BAIRRO ************,CAMPINAS,SP,,,,,2833000,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação","3321000 - Instalação de máquinas e equipamentos industriais; 7112000 - Serviços de engenharia; 2513600 - Fabricação de obras de caldeiraria pesada; 2511000 - Fabricação de estruturas metálicas; 2862300 - Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios",,,,,,,,B**** M**** M**** B******* C*** (Sócio-Administrador); P**** E****** M**** B******* (Sócio-Administrador)
01.171.707/xxxx-xx,Sem Vendedor,4900,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,54,85,-1,N/D,95,EPP,45,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-19T00:04:31.802Z,SIM,,Segmento: Desenvolvimento de programas de computador sob encomenda · Local: CRICIUMA/SC · Capital: R$ 94.000 · Tel RF: (48) ****-3437 · Sem e-mail na RF,LJ ****************,,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 94.000,00",1996-04-18,ATIVA,2004-12-24,0,,,88813***,SC-443 *****,***,***,NOSSA *****************,CRICIUMA,SC,(48) ****-3437,,,,6201501,Desenvolvimento de programas de computador sob encomenda,"6209100 - Suporte técnico, manutenção e outros serviços em tecnologia da informação; 7733100 - Aluguel de máquinas e equipamentos para escritórios; 8020001 - Atividades de monitoramento de sistemas de segurança eletrônico",SIM,2021-01-01,,NÃO,,,,B**** E******** R**** (Sócio-Administrador)
46.014.296/xxxx-xx,Sem Vendedor,4901,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,65,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-19T00:04:31.851Z,SIM,,"Segmento: Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários · Local: CAMPINAS/SP · Capital: R$ 1.000.000 · Sem telefone na RF · Sem e-mail na RF",IRMAOS **************,CASA *************,Sociedade Empresária Limitada,DEMAIS,"R$ 1.000.000,00",1966-08-10,ATIVA,2022-01-17,0,,,13050***,PEDREIRA *****,***,,JD **************,CAMPINAS,SP,,,,,4693100,"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários","4691500 - Comércio atacadista de mercadorias em geral, com predominância de produtos alimentícios",,,,,,,,C****** DE J**** M****** D*** (Sócio-Administrador); D***** M**** M****** (Sócio-Administrador); J*** DE M**** M****** (Sócio-Administrador); M***** DE M**** M****** (Sócio-Administrador)
01.559.222/xxxx-xx,Sem Vendedor,4904,ATIVA,🟡 POTENCIAL MODERADO,MEDIA,37,85,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,"Cadência de e-mail 30/60/90 dias. Tema: portfólio completo (papelaria, escritório, educacional).",,2026-06-19T00:04:33.060Z,SIM,,Segmento: Comércio varejista de artigos do vestuário e acessórios · Local: CAJAMAR/SP · Tel RF: (11) ****-6366 · Sem e-mail na RF,COMERCIAL ********************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1996-11-28,ATIVA,2005-03-25,0,,,07760***,MARIO **********,***,,JORDANESIA *****,CAJAMAR,SP,(11) ****-6366,,,,4781400,Comércio varejista de artigos do vestuário e acessórios,,NÃO,2016-01-01,2016-12-31,NÃO,,,,E***** S******* N****** (Sócio-Administrador); M**** G****** N****** (Sócio-Administrador)
49.589.070/xxxx-xx,Sem Vendedor,4905,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,85,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-19T00:04:33.118Z,SIM,,Segmento: Atividades de associações de defesa de direitos sociais · Local: CAMPINAS/SP · Tel RF: (19) ****-8133 · Sem e-mail na RF,ASSOCIACAO ********************************************,ASSOCIACAO **************************,Associação Privada,DEMAIS,"R$ 0,00",1981-03-28,ATIVA,1998-07-28,0,,,13036***,NESTOR ***********,***,,VILA *******,CAMPINAS,SP,(19) ****-8133,,(19) ****-8028,,9430800,Atividades de associações de defesa de direitos sociais,9493600 - Atividades de organizações associativas ligadas à cultura e à arte; 9499500 - Atividades associativas não especificadas anteriormente,,,,,,,,A****** M***** DE S**** (Presidente)
02.822.671/xxxx-xx,Sem Vendedor,4906,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,85,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-19T00:04:33.050Z,NÃO,,Segmento: Comércio varejista de artigos de óptica · Local: SAO PAULO/SP · Tel RF: (11) ****-7666 · Sem e-mail na RF,BAZAR ************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1998-11-04,BAIXADA,2018-04-06,1,,,08390***,MIGUEL ****************,***,***,JD. ***********,SAO PAULO,SP,(11) ****-7666,(11) ****-7889,,,4774100,Comércio varejista de artigos de óptica,,NÃO,2007-07-01,2015-12-31,NÃO,,,,N**** Y***** (Sócio-Administrador); R******** T*** Y***** (Sócio-Administrador)
61.980.538/xxxx-xx,Sem Vendedor,4907,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,75,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,municipio,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-19T00:04:33.061Z,SIM,,Segmento: Construção de edifícios · Local: JUNDIAI/SP · Capital: R$ 1.600.000 · Tel RF: (19) ****-2250 · Sem e-mail na RF,PLANER ***************,,Sociedade Empresária Limitada,DEMAIS,"R$ 1.600.000,00",1989-11-27,ATIVA,2003-10-18,0,,,13210***,HERCULES *********,***,,VILA *******************,JUNDIAI,SP,(19) ****-2250,,(19) ****-2124,,4120400,Construção de edifícios,4299501 - Construção de instalações esportivas e recreativas,,,,,,,,P**** C**** R******** N******* (Sócio-Administrador)
62.678.651/xxxx-xx,Sem Vendedor,4908,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,40,-1,N/D,85,ME,60,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-19T00:04:33.097Z,NÃO,,Segmento: Comércio varejista de outros produtos não especificados anteriormente · Local: SUZANO/SP · Sem telefone na RF · Sem e-mail na RF,SEBASTIAO ********************,,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",1990-03-30,BAIXADA,2015-09-03,1,,,08685***,,***,,CENTRO *****,SUZANO,SP,,,,,4789099,Comércio varejista de outros produtos não especificados anteriormente,,NÃO,2007-07-01,2015-09-03,NÃO,,,,
71.957.310/xxxx-xx,Sem Vendedor,4909,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,85,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-19T00:04:33.100Z,SIM,,"Segmento: Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório · Local: AMERICANA/SP · Capital: R$ 15.681.935 · Tel RF: (19) ****-9640 · Sem e-mail na RF",GREINER *************************************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 15.681.935,00",1993-08-26,ATIVA,2005-09-24,0,,,13473***,AFFONSO ******,***,,VILA *******,AMERICANA,SP,(19) ****-9640,,,,3250701,"Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório","2099199 - Fabricação de outros produtos químicos não especificados anteriormente; 2229399 - Fabricação de artefatos de material plástico para outros usos não especificados anteriormente; 3319800 - Manutenção e reparação de equipamentos e produtos não especificados anteriormente; 4614100 - Representantes comerciais e agentes do comércio de máquinas, equipamentos, embarcações e aeronaves; 4645101 - Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, hospitalar e de laboratórios; 6202300 - Desenvolvimento e licenciamento de programas de computador customizáveis; 6462000 - Holdings de instituições não-financeiras; 7020400 - Atividades de consultoria em gestão empresarial, exceto consultoria técnica específica; 7739099 - Aluguel de outras máquinas e equipamentos comerciais e industriais não especificados anteriormente, sem operador",,,,,,,,G****** B****** G*** (Sócio Pessoa Jurídica Domiciliado no Exterior); G****** B****** G*** (Sócio Pessoa Jurídica Domiciliado no Exterior); H****** F***** G**** (Administrador)
57.795.114/xxxx-xx,Sem Vendedor,4913,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,85,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-19T00:04:33.104Z,SIM,,"Segmento: Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas · Local: CAMPINAS/SP · Capital: R$ 1.500.000 · Tel RF: (19) ****-5454 · Sem e-mail na RF",BRANFAR *****************************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 1.500.000,00",1987-07-21,ATIVA,2005-11-03,0,,,13050***,MOGI *****,***,***,JARDIM *******************,CAMPINAS,SP,(19) ****-5454,(19) ****-5412,(19) ****-5454,,4771701,"Comércio varejista de produtos farmacêuticos, sem manipulação de fórmulas","4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal; 7490104 - Atividades de intermediação e agenciamento de serviços e negócios em geral, exceto imobiliários",,,,,,,,R******* A******** B******** (Sócio-Administrador)
72.712.946/xxxx-xx,Sem Vendedor,4914,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,85,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,SIM,0,,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-19T00:04:33.102Z,SIM,,Segmento: Agências de publicidade · Local: CAMPINAS/SP · Tel RF: (19) ****-3577 · Sem e-mail na RF,PG **********************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 0,00",1993-08-06,ATIVA,2005-09-24,0,,,13073***,FREI **********************,***,***,JARDIM ******,CAMPINAS,SP,(19) ****-3577,,,,7311400,Agências de publicidade,,NÃO,2015-01-01,2020-12-31,NÃO,,,,D***** A******** B****** (Sócio); P******* G******** B****** (Sócio-Administrador)
71.681.787/xxxx-xx,Sem Vendedor,4915,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,65,-1,N/D,85,ME,60,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-19T00:04:33.103Z,NÃO,,Segmento: Comércio varejista especializado de equipamentos e suprimentos de informática · Local: SAO PAULO/SP · Capital: R$ 5.000 · Sem telefone na RF · Sem e-mail na RF,INTERSUPRI ********************************************,INTERSUPRI *****,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 5.000,00",1993-06-04,BAIXADA,2009-11-30,1,,,02728***,MANUEL *******,***,,VL *********,SAO PAULO,SP,,,,,4751201,Comércio varejista especializado de equipamentos e suprimentos de informática,4761003 - Comércio varejista de artigos de papelaria,NÃO,2007-07-01,2008-12-31,NÃO,,,,O****** DA S**** (Sócio-Administrador); T***** C******* D*** F***** DA S**** (Sócio-Administrador)
03.149.775/xxxx-xx,Sem Vendedor,4916,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,9,85,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-19T00:04:33.113Z,NÃO,,"Segmento: Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional · Local: PONTA GROSSA/PR · Tel RF: (42) ****-8717 · Sem e-mail na RF",TRANSMERIDIANO ************************************,TRANSMERIDIANO ***********,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1999-04-01,INAPTA,2018-11-23,63,,,84043***,FIDENCIO *****,***,***,VENDRAMI *****,PONTA GROSSA,PR,(42) ****-8717,,(42) ****-2554,,4930202,"Transporte rodoviário de carga, exceto produtos perigosos e mudanças, intermunicipal, interestadual e internacional",,,,,,,,,J*** C***** F******** (Sócio-Administrador); N**** DOS S***** (Sócio-Administrador)
71.711.147/xxxx-xx,Sem Vendedor,4919,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,20,85,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de reposição de papelaria (cadernos, lápis, canetas) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-19T00:04:33.101Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Tel RF: (11) ****-4677 · Sem e-mail na RF,NOVA ********************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1993-06-07,INAPTA,2018-10-23,63,,,05143***,ELIAS *****************,***,,PITIRUBA *****,SAO PAULO,SP,(11) ****-4677,(11) ****-4677,(11) ****-8401,,4761003,Comércio varejista de artigos de papelaria,,NÃO,2007-07-01,2008-12-31,NÃO,,,,E******** DE A****** (Sócio-Administrador); R****** DE A****** (Sócio-Administrador)
08.773.344/xxxx-xx,Sem Vendedor,4921,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,11,85,-1,N/D,85,ME,36,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-19T00:04:33.099Z,NÃO,,Segmento: Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente · Local: SAO PAULO/SP · Capital: R$ 10.000 · Tel RF: (11) ****-0067 · Sem e-mail na RF,CARVALHO **************************************************************,AJAX *************,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 10.000,00",2007-04-12,INAPTA,2018-10-16,63,,,02864***,LUIZ *********************,***,,VILA ********,SAO PAULO,SP,(11) ****-0067,,,,4759899,Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente,4789099 - Comércio varejista de outros produtos não especificados anteriormente,,,,,,,,A**** L*** DE C******* (Sócio-Administrador); J******* Q******* DA S**** (Sócio-Administrador)
