﻿cnpj_analisado,vendedor_responsavel,codigo_cliente,status_receita,classificacao,prioridade_geral,score_oportunidade,score_higiene,dias_inativos,score_recencia,score_porte,porte_detectado,score_afinidade,flags_qualidade,cadastro_valido,num_divergencias,divergencias_resumo,acao_recomendada,acao_administrativa,data_consulta,web_operacao_ativa,web_link_principal,web_resumo_atuacao,razao_social,nome_fantasia,natureza_juridica,porte,capital_social,data_inicio_atividade,situacao_cadastral,data_situacao_cadastral,motivo_situacao_cadastral,situacao_especial,data_situacao_especial,cep,logradouro,numero,complemento,bairro,municipio,uf,ddd_telefone_1,ddd_telefone_2,ddd_fax,email,cnae_fiscal,cnae_fiscal_descricao,cnaes_secundarios,opcao_pelo_simples,data_opcao_pelo_simples,data_exclusao_do_simples,opcao_pelo_mei,data_opcao_pelo_mei,data_exclusao_do_mei,ente_federativo_responsavel,qsa_socios
45.691.227/xxxx-xx,Sem Vendedor,1734,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,75,-1,N/D,65,DEMAIS,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-18T23:47:36.170Z,SIM,,Segmento: Gestão e administração da propriedade imobiliária · Local: SAO PAULO/SP · Capital: R$ 640.000 · Tel RF: (11) ****-1155 · Sem e-mail na RF,VILA ********************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 640.000,00",1981-04-09,ATIVA,2005-11-03,0,,,04551***,FUNCHAL *****,***,***,VILA *******,SAO PAULO,SP,(11) ****-1155,,,,6822600,Gestão e administração da propriedade imobiliária,6810201 - Compra e venda de imóveis próprios; 6810202 - Aluguel de imóveis próprios,,,,,,,,F***** K********* (Sócio-Administrador)
31.565.104/xxxx-xx,Sem Vendedor,1735,ATIVA,🔵 POTENCIAL ALTO,MEDIA,61,75,-1,N/D,65,DEMAIS,75,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,SDR: WhatsApp + catálogo digital. Destaque: papelaria corporativa e materiais de escritório. Sem histórico de compra registrado.,,2026-06-18T23:47:36.170Z,SIM,,Segmento: Serviços combinados de escritório e apoio administrativo · Local: SAO PAULO/SP · Capital: R$ 1.537.070.500 · Tel RF: (11) ****-5000 · Sem e-mail na RF,PEPSICO **************,,Sociedade Empresária Limitada,DEMAIS,"R$ 1.537.070.500,00",1996-06-05,ATIVA,2005-11-03,0,,,04543***,PRES ********************,***,***,VILA **************,SAO PAULO,SP,(11) ****-5000,,(11) ****-8409,,8211300,Serviços combinados de escritório e apoio administrativo,,,,,,,,,C******* F******* A**** S****** (Administrador); C****** M**** P*** D*** (Administrador); C** I********* C****** (Sócio Pessoa Jurídica Domiciliado no Exterior); E*** F****** DOS S***** (Administrador); E******* I*********** S.A R*** (Sócio Pessoa Jurídica Domiciliado no Exterior); F**** B******* (Administrador); M***** R******** (Administrador); P********* I********* DA A******* L*** (Sócio); R****** B********* (Administrador)
61.274.411/xxxx-xx,Sem Vendedor,1736,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,65,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,2,razao_social; municipio,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-18T23:47:36.170Z,SIM,,Segmento: Fiação de fibras artificiais e sintéticas · Local: BARUERI/SP · Capital: R$ 300.000 · Tel RF: (11) ****-1406 · Sem e-mail na RF,INDUSTRIAS *********************,,Sociedade Anônima Fechada,DEMAIS,"R$ 300.000,00",1966-07-21,ATIVA,2005-11-03,0,,,06412***,DOS ********,***,***,CRUZ *****,BARUERI,SP,(11) ****-1406,(11) ****-1527,(11) ****-0760,,1313800,Fiação de fibras artificiais e sintéticas,,,,,,,,,F******* A*** N**** (Diretor); L****** B********** N**** (Diretor)
61.086.336/xxxx-xx,Sem Vendedor,1737,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,municipio,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.170Z,NÃO,,Segmento: Comércio atacadista de material elétrico · Local: SAO PAULO/SP · Capital: R$ 3.706.663.000 · Tel RF: (11) ****-5951 · Sem e-mail na RF,PHILIPS **************,,Sociedade Empresária Limitada,DEMAIS,"R$ 3.706.663.000,00",1966-07-01,BAIXADA,2016-04-01,1,,,05275***,ANHANGUERA *****,***,***,JARDIM *******,SAO PAULO,SP,(11) ****-5951,,,,4673700,Comércio atacadista de material elétrico,"4649406 - Comércio atacadista de lustres, luminárias e abajures",,,,,,,,A**** A********* D***** (Administrador); A***** DE A****** C****** (Administrador); J***** C********** P***** (Administrador); K********** P****** E********* N V (Sócio Pessoa Jurídica Domiciliado no Exterior); P****** R**** B*** (Sócio Pessoa Jurídica Domiciliado no Exterior)
07.633.706/xxxx-xx,Sem Vendedor,1738,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,65,-1,N/D,85,ME,70,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.170Z,NÃO,,Segmento: Comercio varejista de artigos de armarinho · Local: SAO PAULO/SP · Capital: R$ 40.000 · Sem telefone na RF · Sem e-mail na RF,DJOHIN **************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 40.000,00",2005-09-06,BAIXADA,2018-07-10,1,,,03527***,ARICANDUVA *****,***,***,VILA **********,SAO PAULO,SP,,,,,4755502,Comercio varejista de artigos de armarinho,,NÃO,2007-07-01,2018-07-10,NÃO,,,,S**** M***** K******** M*** (Sócio-Administrador); W***** T****** M*** (Sócio-Administrador)
03.949.258/xxxx-xx,Sem Vendedor,1741,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,75,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,municipio,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-18T23:47:36.170Z,SIM,,Segmento: Comércio atacadista especializado de materiais de construção não especificados anteriormente · Local: ITATINGA/SP · Capital: R$ 1.100.000 · Tel RF: (11) ****-1120 · Sem e-mail na RF,BASS ***************,,Sociedade Empresária Limitada,DEMAIS,"R$ 1.100.000,00",2000-05-08,ATIVA,2005-09-30,0,,,18690***,ORLANDO *****************,***,,POLO ****************************,ITATINGA,SP,(11) ****-1120,,(11) ****-7083,,4679604,Comércio atacadista especializado de materiais de construção não especificados anteriormente,"2599399 - Fabricação de outros produtos de metal não especificados anteriormente; 2822402 - Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios; 2822401 - Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios; 3313999 - Manutenção e reparação de máquinas, aparelhos e materiais elétricos não especificados anteriormente; 4329103 - Instalação, manutenção e reparação de elevadores, escadas e esteiras rolantes; 6463800 - Outras sociedades de participação, exceto holdings",NÃO,2007-07-01,2009-12-31,NÃO,,,,A****** B****** (Sócio-Administrador)
00.473.362/xxxx-xx,Sem Vendedor,1742,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,15,75,-1,N/D,85,ME,65,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de kit material escolar e suprimentos para secretaria após regularização. Não faturar até normalização.,SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.170Z,NÃO,,Segmento: Ensino fundamental · Local: SAO PAULO/SP · Tel RF: (00) ****-6584 · Sem e-mail na RF,COLEGIO *************************,COLEGIO *****,Sociedade Simples Limitada,MICRO EMPRESA,"R$ 0,00",1995-01-13,INAPTA,2018-10-10,63,,,03680***,ARICA *****,***,,BURGO ********,SAO PAULO,SP,(00) ****-6584,,,,8513900,Ensino fundamental,,NÃO,2007-07-01,2008-12-31,NÃO,,,,
45.775.616/xxxx-xx,Sem Vendedor,1743,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,55,-1,N/D,85,ME,60,SEM_DATA_ULTIMA_COMPRA,NÃO,1,municipio,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.170Z,NÃO,,Segmento: Comércio varejista de outros produtos não especificados anteriormente · Local: ITATIBA/SP · Sem telefone na RF · Sem e-mail na RF,GETE **************************,GETE *****,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1981-04-22,BAIXADA,2009-01-23,54,,,13253***,JOAO ******,***,,CENTENARIO *****,ITATIBA,SP,,,,,4789099,Comércio varejista de outros produtos não especificados anteriormente,,,,,,,,,G****** G******* (Sócio-Administrador); G****** G******* J***** (Sócio)
00.996.343/xxxx-xx,Sem Vendedor,1744,ATIVA,🟢 OPORTUNIDADE QUENTE,ALTA,80,65,-1,N/D,85,ME,100,SEM_DATA_ULTIMA_COMPRA,NÃO,2,razao_social; municipio,"Ligação direta nas próximas 48h. Ângulo: reposição de papelaria (cadernos, lápis, canetas). Sem histórico de compra registrado.",,2026-06-18T23:47:36.170Z,SIM,,Segmento: Comércio varejista de artigos de papelaria · Local: SANTA BARBARA D'OESTE/SP · Capital: R$ 30.000 · Tel RF: (19) ****-2784 · Sem e-mail na RF,OKUMA *****************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 30.000,00",1996-01-03,ATIVA,2000-12-23,0,,,13456***,DO ******,***,***,VILA *********,SANTA BARBARA D'OESTE,SP,(19) ****-2784,,,,4761003,Comércio varejista de artigos de papelaria,8211300 - Serviços combinados de escritório e apoio administrativo,SIM,2007-07-01,,NÃO,,,,A**** A**** O**** DA C**** (Sócio); I**** P****** DA C**** (Sócio-Administrador)
81.176.331/xxxx-xx,Sem Vendedor,1745,ATIVA,🔵 POTENCIAL ALTO,MEDIA,70,75,-1,N/D,85,ME,80,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,SDR: WhatsApp + catálogo digital. Destaque: mix papelaria + materiais educativos. Sem histórico de compra registrado.,,2026-06-18T23:47:36.170Z,SIM,,"Segmento: Comércio atacadista de livros, jornais e outras publicações · Local: MARIALVA/PR · Tel RF: (44) ****-3200 · Sem e-mail na RF",JOTAO **********************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1989-03-08,ATIVA,2004-07-10,0,,,86990***,FORMOSA *****,***,,CENTRO *****,MARIALVA,PR,(44) ****-3200,,,,4647802,"Comércio atacadista de livros, jornais e outras publicações","1822901 - Serviços de encadernação e plastificação; 4647801 - Comércio atacadista de artigos de escritório e de papelaria; 4712100 - Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns; 4744001 - Comércio varejista de ferragens e ferramentas; 4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática; 4751202 - Recarga de cartuchos para equipamentos de informática; 4755502 - Comercio varejista de artigos de armarinho; 4755503 - Comercio varejista de artigos de cama, mesa e banho; 4757100 - Comércio varejista especializado de peças e acessórios para aparelhos eletroeletrônicos para uso doméstico, exceto informática e comunicação; 4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente; 4761001 - Comércio varejista de livros; 4761002 - Comércio varejista de jornais e revistas; 4761003 - Comércio varejista de artigos de papelaria; 4763601 - Comércio varejista de brinquedos e artigos recreativos; 4789005 - Comércio varejista de produtos saneantes domissanitários; 4789007 - Comércio varejista de equipamentos para escritório; 8219901 - Fotocópias; 8299703 - Serviços de gravação de carimbos, exceto confecção",SIM,2007-07-01,,NÃO,,,,E*** D******* C**** D**** (Sócio-Administrador); G***** F****** DOS S***** D**** (Sócio)
02.312.183/xxxx-xx,Sem Vendedor,1746,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.170Z,NÃO,,Segmento: Padaria e confeitaria com predominância de revenda · Local: SANTOS/SP · Capital: R$ 10.000 · Tel RF: (13) ****-7776 · Sem e-mail na RF,SORBELLO **************************************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 10.000,00",1998-01-12,BAIXADA,2019-06-07,1,,,11075***,DOUTOR ********************,***,***,VILA *******,SANTOS,SP,(13) ****-7776,,,,4721102,Padaria e confeitaria com predominância de revenda,,NÃO,2007-07-01,2019-06-07,NÃO,,,,A** P**** P******* S******* (Sócio-Administrador); L*** F******* D*** S******* (Sócio-Administrador)
04.795.617/xxxx-xx,Sem Vendedor,1751,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,9,85,-1,N/D,85,ME,20,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.171Z,NÃO,,Segmento: Comércio atacadista de equipamentos de informática · Local: SAO PAULO/SP · Tel RF: (11) ****-1790 · Sem e-mail na RF,HYPPEER **************,HYPPEER *****,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",2001-11-23,INAPTA,2019-03-21,63,,,04570***,NOVA *************,***,,BROOKLIN ********,SAO PAULO,SP,(11) ****-1790,,,,4651601,Comércio atacadista de equipamentos de informática,4651602 - Comércio atacadista de suprimentos para informática,NÃO,2007-07-01,2016-12-31,NÃO,,,,A** P**** M****** M**** (Sócio); I**** A**** M**** (Sócio-Administrador)
00.419.446/xxxx-xx,Sem Vendedor,1752,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,75,-1,N/D,95,EPP,30,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.171Z,NÃO,,Segmento: Fabricação de produtos de limpeza e polimento · Local: GUARULHOS/SP · Tel RF: (11) ****-0548 · Sem e-mail na RF,CHEMICALS ********************************,,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 0,00",1995-01-30,BAIXADA,2013-10-01,1,,,07041***,ANTONIETA *****,***,,VILA *********,GUARULHOS,SP,(11) ****-0548,,,,2062200,Fabricação de produtos de limpeza e polimento,4789005 - Comércio varejista de produtos saneantes domissanitários,NÃO,2007-07-01,2013-10-01,NÃO,,,,C***** D****** G******** (Sócio-Administrador); L**** D****** G******** (Sócio-Administrador)
65.647.786/xxxx-xx,Sem Vendedor,1753,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,19,55,-1,N/D,65,DEMAIS,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de reposição de papelaria (cadernos, lápis, canetas) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.171Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Capital: R$ 50.000 · Sem telefone na RF · Sem e-mail na RF,PAPELARIA ************************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 50.000,00",1991-03-15,INAPTA,2021-03-05,63,,,04090***,DOS ************,***,,INDIANOPOLIS *****,SAO PAULO,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,SIM,2007-07-01,,NÃO,,,,A**** L*** V***** B****** (Sócio); E****** S***** S****** (Sócio-Administrador)
03.216.844/xxxx-xx,Sem Vendedor,1754,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,20,55,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de reposição de papelaria (cadernos, lápis, canetas) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.171Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: POUSO ALEGRE/MG · Sem telefone na RF · Sem e-mail na RF,NAIR *************************,PAPELARIA *****,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1999-06-07,INAPTA,2021-03-31,63,,,37550***,DR. ************,***,,CENTRO *****,POUSO ALEGRE,MG,,,,,4761003,Comércio varejista de artigos de papelaria,,SIM,2007-07-01,,NÃO,,,,L****** DE S**** B****** (Sócio); N*** DE S**** S**** (Sócio-Administrador)
04.410.362/xxxx-xx,Sem Vendedor,1755,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,21,65,-1,N/D,95,EPP,100,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de reposição de papelaria (cadernos, lápis, canetas) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.171Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: VARGINHA/MG · Capital: R$ 10.000 · Sem telefone na RF · Sem e-mail na RF,COMERCIAL **************,PAPELARIA ***********,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 10.000,00",2001-04-27,INAPTA,2022-11-21,63,,,37002***,PRESIDENTE **************,***,,CENTRO *****,VARGINHA,MG,,,,,4761003,Comércio varejista de artigos de papelaria,4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática; 4789007 - Comércio varejista de equipamentos para escritório,NÃO,2007-07-01,2017-12-31,NÃO,,,,D***** L*** DA S**** (Sócio-Administrador)
02.564.362/xxxx-xx,Sem Vendedor,1756,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,65,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.171Z,NÃO,,Segmento: Comércio atacadista de produtos alimentícios em geral · Local: SAO CAETANO DO SUL/SP · Sem telefone na RF · Sem e-mail na RF,MULTIPAST **************************,MULTIPAST *****,Sociedade Empresária Limitada,DEMAIS,"R$ 0,00",1998-04-24,BAIXADA,2015-02-09,73,,,09560***,TIBAGI *****,***,,STA *****,SAO CAETANO DO SUL,SP,,,,,4639701,Comércio atacadista de produtos alimentícios em geral,4637199 - Comércio atacadista especializado em outros produtos alimentícios não especificados anteriormente,,,,,,,,P**** M****** (Sócio-Administrador); T*** M****** (Sócio-Administrador)
05.971.893/xxxx-xx,Sem Vendedor,1757,ATIVA,🟢 OPORTUNIDADE QUENTE,ALTA,80,30,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,"Ligação direta nas próximas 48h. Ângulo: reposição de papelaria (cadernos, lápis, canetas). Sem histórico de compra registrado. [Higienizar cadastro antes do contato]",,2026-06-18T23:47:36.171Z,SIM,,Segmento: Comércio varejista de artigos de papelaria · Local: SAPUCAI-MIRIM/MG · Capital: R$ 60.000 · Sem telefone na RF · Sem e-mail na RF,DANIELA ******************,PAPELARIA ***************,Empresário (Individual),MICRO EMPRESA,"R$ 60.000,00",2003-11-07,ATIVA,2003-11-07,0,,,37690***,,***,,CENTRO *****,SAPUCAI-MIRIM,MG,,,,,4761003,Comércio varejista de artigos de papelaria,"1822901 - Serviços de encadernação e plastificação; 1822999 - Serviços de acabamentos gráficos, exceto encadernação e plastificação; 4647801 - Comércio atacadista de artigos de escritório e de papelaria; 4751201 - Comércio varejista especializado de equipamentos e suprimentos de informática; 4753900 - Comércio varejista especializado de eletrodomésticos e equipamentos de áudio e vídeo; 4755502 - Comercio varejista de artigos de armarinho; 4755503 - Comercio varejista de artigos de cama, mesa e banho; 4761002 - Comércio varejista de jornais e revistas; 4763601 - Comércio varejista de brinquedos e artigos recreativos; 4772500 - Comércio varejista de cosméticos, produtos de perfumaria e de higiene pessoal; 4789003 - Comércio varejista de objetos de arte; 8219901 - Fotocópias; 8219999 - Preparação de documentos e serviços especializados de apoio administrativo não especificados anteriormente",SIM,2007-07-01,,NÃO,,,,
03.489.061/xxxx-xx,Sem Vendedor,1762,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,9,75,-1,N/D,85,ME,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.171Z,NÃO,,Segmento: Outras obras de instalações em construções não especificadas anteriormente · Local: POA/SP · Tel RF: (11) ****-9457 · Sem e-mail na RF,PREMONT ****************************,PREMONT ****************************,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",1999-11-08,INAPTA,2018-12-14,63,,,08550***,BOM ******,***,***,JARDIM ********,POA,SP,(11) ****-9457,(11) ****-9457,(01) ****-5353,,4329199,Outras obras de instalações em construções não especificadas anteriormente,,,,,,,,,G***** P****** JOB J***** (Sócio-Administrador); J*** Y******* (Sócio-Administrador)
51.164.671/xxxx-xx,Sem Vendedor,1764,INAPTA,🟣 INAPTA — REGULARIZÁVEL,BAIXA,8,75,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,"Situação regularizável (RF). Gancho comercial: informar a pendência cadastral e oferecer suporte — retomar fornecimento de portfólio completo (papelaria, escritório, educacional) após regularização. Não faturar até normalização.",SUSPENDER FATURAMENTO até regularização,2026-06-18T23:47:36.171Z,NÃO,,Segmento: Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente · Local: SAO PAULO/SP · Capital: R$ 15.000 · Tel RF: (11) ****-1244 · Sem e-mail na RF,COTERGAVI ****************************,,Sociedade Empresária Limitada,DEMAIS,"R$ 15.000,00",1979-02-08,INAPTA,2021-03-12,63,,,01153***,DR ************,***,,SANTA *******,SAO PAULO,SP,(11) ****-1244,(11) ****-1244,(11) ****-1244,,4689399,Comércio atacadista especializado em outros produtos intermediários não especificados anteriormente,4649499 - Comércio atacadista de outros equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente; 4669999 - Comércio atacadista de outras máquinas e equipamentos não especificados anteriormente; partes e peças,NÃO,2007-07-01,2012-12-31,NÃO,,,,L***** B******* DE O******* (Sócio-Administrador); L*** A****** DE O******* (Sócio-Administrador)
03.513.697/xxxx-xx,Sem Vendedor,1766,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,40,-1,N/D,85,ME,70,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,0,,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.171Z,NÃO,,Segmento: Comercio varejista de artigos de armarinho · Local: PELOTAS/RS · Sem telefone na RF · Sem e-mail na RF,HELENA *********************,PRESENTES *********************,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",1999-11-08,BAIXADA,2013-02-18,1,,,96010***,,***,,CENTRO *****,PELOTAS,RS,,,,,4755502,Comercio varejista de artigos de armarinho,"4755503 - Comercio varejista de artigos de cama, mesa e banho; 4781400 - Comércio varejista de artigos do vestuário e acessórios; 4763601 - Comércio varejista de brinquedos e artigos recreativos; 4759899 - Comércio varejista de outros artigos de uso pessoal e doméstico não especificados anteriormente",NÃO,2007-07-01,2013-02-18,NÃO,,,,
04.625.111/xxxx-xx,Sem Vendedor,1767,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,55,-1,N/D,85,ME,100,DATA_ULTIMA_COMPRA_ILEGIVEL,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.171Z,NÃO,,Segmento: Comércio varejista de artigos de papelaria · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,PAPELARIA *********************,,Sociedade Empresária Limitada,MICRO EMPRESA,"R$ 0,00",2001-08-28,BAIXADA,2015-02-03,1,,,03114***,PAES *********,***,,MOOCA *****,SAO PAULO,SP,,,,,4761003,Comércio varejista de artigos de papelaria,,NÃO,2007-07-01,2008-12-31,NÃO,,,,B**** F******** B**** (Sócio-Administrador); H******* DOS S***** VAZ (Sócio)
61.173.175/xxxx-xx,Sem Vendedor,1768,BAIXADA,🔴 DESCARTE / ARQUIVO,DESCARTE,0,55,-1,N/D,95,EPP,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Arquivar. Cruzar QSA: sócio pode ter reaberto em novo CNPJ.,BLOQUEAR CADASTRO — Empresa BAIXADA,2026-06-18T23:47:36.171Z,NÃO,,Segmento: Construção de edifícios · Local: SAO PAULO/SP · Sem telefone na RF · Sem e-mail na RF,YE **********************************,,Sociedade Empresária Limitada,EMPRESA DE PEQUENO PORTE,"R$ 0,00",1989-08-08,BAIXADA,2015-02-05,1,,,01506***,GALVAO *****,***,***,LIBERDADE *****,SAO PAULO,SP,,,,,4120400,Construção de edifícios,4299501 - Construção de instalações esportivas e recreativas,,,,,,,,O****** S**** Y**** (Sócio-Administrador); T***** E***** K******* Y**** (Sócio-Administrador)
60.882.289/xxxx-xx,Sem Vendedor,1772,ATIVA,⚪ BAIXA PRIORIDADE,BAIXA,31,55,-1,N/D,65,DEMAIS,20,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,Nutrição de longo prazo. Reavaliar no próximo ciclo.,,2026-06-18T23:47:36.171Z,SIM,,"Segmento: Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências · Local: SAO PAULO/SP · Capital: R$ 48.970.800 · Sem telefone na RF · Sem e-mail na RF",CASA ***********************,HOSPITAL **********,Sociedade Anônima Fechada,DEMAIS,"R$ 48.970.800,00",1924-12-10,ATIVA,2005-11-03,0,,,04013***,CUBATAO *****,***,,VILA *******,SAO PAULO,SP,,,,,8610101,"Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências",8610102 - Atividades de atendimento em pronto-socorro e unidades hospitalares para atendimento a urgências; 8630503 - Atividade médica ambulatorial restrita a consultas,,,,,,,,S***** L**** B**** (Administrador); W***** C******* M***** (Presidente)
05.969.437/xxxx-xx,Sem Vendedor,1773,ATIVA,🟢 OPORTUNIDADE QUENTE,ALTA,80,30,-1,N/D,85,ME,100,SEM_DATA_ULTIMA_COMPRA,NÃO,1,razao_social,"Ligação direta nas próximas 48h. Ângulo: reposição de papelaria (cadernos, lápis, canetas). Sem histórico de compra registrado. [Higienizar cadastro antes do contato]",,2026-06-18T23:47:36.171Z,SIM,,Segmento: Comércio varejista de artigos de papelaria · Local: INDAIATUBA/SP · Sem telefone na RF · Sem e-mail na RF,MARIA ******************,,Empresário (Individual),MICRO EMPRESA,"R$ 0,00",2003-10-23,ATIVA,,0,,,13330***,,***,,CENTRO *****,INDAIATUBA,SP,,,,,4761003,Comércio varejista de artigos de papelaria,4761001 - Comércio varejista de livros; 8219901 - Fotocópias,NÃO,2007-07-01,2014-12-31,NÃO,,,,
